,,,,,Label,S4.1 L,S4.2 L,S4.3 L,S4.4 L,S4.5 L,S4.6 L,SR.1 L,SR.2 L,SR.3 L,SR.4 L,SR.5 L,SR.6 L,S30.1 L,S30.2 L,S30.3 L,S30.4 L,S30.5 L,S30.6 L,PR.1 L,PR.2 L,PR.3 L,PR.4 L,PR.5 L,PR.6 L,P4..1 L,P4.2 L,P4.3 L,P4..4 L,P4..5 L,P4.6 L,P30.1 L,P30.2 L,P30.3 L,P30.4 L,P30.5 L,P30.6 L,TR.1 L,TR.2 L,TR.3 L,TR.4 L,TR.5 L,TR.6 L,T4.1 L,T4.2 L,T4.3 L,T4..4 L,T4..5 L,T4.6 L,T30.1 L,T30.2 L,T30.3 L,T30.4 L,T30.5 L,T30.6 L,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
8.90_990.75,,,,990.7546,8.902,44463,84475,33474,17647,10286,24199,23589,16062,14760,36414,12818,30129,310938,17216,105808,27196,36789,14877,13683,8058,7307,5382,9070,7482,7655,8197,18267,7231,7162,4483,11685,5128,4496,6037,4752,4724,10652,3998,5146,12500,5558,4229,6240,6775,10081,4192,8757,13320,4833,5850,7090,8956,5438,12156,225,53,81,113,73,114,71,15687,14398,15366,15285,14869,14789,14693
9.61_1052.86,,,,1052.8643,9.605,17065,41158,21756,20394,10423,13651,8542,6715,12797,32683,7732,25203,91448,17243,65722,22308,21944,15271,22441,4691,14910,7714,22086,7942,10728,15395,32331,4580,14577,5298,14408,7365,6424,11530,7146,3403,11685,4489,8582,24199,6025,5808,6385,10270,17335,9095,18136,21339,5964,8933,10056,4674,11991,11824,138,144,100,102,134,74,64,18338,18498,18193,14683,18542,18651,18836
4.70_794.56,,,,794.5593,4.702,8355,19392,21163,15030,25256,33438,35751,37626,28556,19077,35431,35723,39781,32866,21347,7873,37117,22643,6696,17083,12378,11181,7940,13990,13768,11333,5224,32382,9927,12581,6356,12488,16374,8843,7254,13821,27417,14367,13161,7737,17308,15994,15917,10275,8889,14294,7808,7615,22185,16456,20377,25835,13414,16461,871,992,962,715,966,800,835,15757,14956,16151,14457,14455,15102,15249
6.78_267.21,,,,267.2111,6.776,33043,56151,65681,22459,24793,115141,182895,154338,68180,51751,67222,42904,94744,54239,83936,32410,56773,38082,1507,1893,1194,2128,1182,2200,1637,1637,477,14523,1201,1807,2019,4193,2897,2439,4051,5840,2287,1784,1779,1368,1676,1351,1818,2769,908,1218,853,1481,2800,2255,1968,3380,1732,3706,81,72,298,74,250,50,106,15479,15501,14841,16521,16346,16689,16491
0.62_922.01,,,,922.0098,0.622,7561,30084,13659,11435,9706,22787,61179,36587,23359,8795,22391,8089,45919,10460,22162,6983,11142,10790,6750,13157,10045,14264,6106,15225,9744,11309,5271,90789,7759,10300,7280,14156,14054,9847,22313,22082,9653,11855,17396,7500,96281,11177,11005,10893,20074,16377,8604,8385,11570,9115,9452,131551,11522,9305,9634,10057,26610,9610,12038,9793,9436,11764,9941,11424,10860,9124,10719,10663
4.60_874.61,,,,874.6061,4.6,1739,5820,19229,9605,21315,13569,4124,25112,5568,38126,42334,43897,692,26489,11145,1947,28529,20244,5599,21171,14942,7940,7182,15278,12414,11212,3306,1544,8993,13843,4310,4557,7593,5601,206,2987,44475,23702,20456,11979,24871,20022,18102,10578,23786,21028,11044,6887,23135,9836,29645,27408,8856,20029,71,1,143,61,93,1,97,13118,12361,13834,12664,14557,16516,17138
5.43_862.64,,,,862.6442,5.429,2137,7561,8371,14439,11099,16568,5421,27225,16079,5687,24977,13292,903,20038,3583,2510,9583,18665,10137,22362,18551,21200,9966,22495,13312,18165,9840,28571,13806,15101,11117,27880,22145,14574,24727,33680,16849,27710,22164,14816,20725,20119,23776,26598,15110,16748,17058,16751,17192,17314,15684,22554,19519,17803,448,391,236,467,427,579,374,20989,20905,22004,20088,19197,19607,20131
4.37_852.58,,,,852.58,4.373,830,6453,5,7090,18607,11914,2822,16934,23309,4162,14579,31355,16,15631,8,1314,10885,24583,10718,28902,22082,16138,10386,12476,18987,19670,8016,24330,15979,20313,8864,17330,12280,10018,11427,13417,29875,17393,25350,14108,34077,28681,22989,21654,10744,17975,12814,13182,20052,12434,24799,17722,20926,21262,3,4,7,3,3,3,3,14579,15701,15514,13695,14304,14982,15608
5.79_776.62,,,,776.6169,5.79,4450,6065,12013,9441,36885,10609,12452,16333,21626,4061,24284,14010,7417,12274,7207,3292,10108,26263,12984,30877,27873,27891,18726,21853,18938,17745,13820,16941,21334,21288,10699,18366,26718,17281,16893,21344,16355,17775,18786,10429,23513,20463,21577,16090,11833,15363,12186,11481,10158,10268,15918,12213,12934,10923,463,555,909,319,458,486,402,16835,15796,15451,14696,15272,15744,16401
3.90_922.01,,,,922.0098,3.903,9108,14117,35205,13340,11061,24521,72211,41821,28929,10493,25951,11565,63398,11710,27855,9067,13336,12456,8246,16925,12859,16940,6287,20102,9738,13846,7239,115043,9226,13858,8500,18762,17012,11905,27517,73137,10041,13481,12446,9487,9184,12541,12678,14135,10066,10766,9269,90119,13404,10751,11032,16381,12361,10300,12145,11724,25865,12208,14096,12547,12434,14467,14233,12172,13583,11979,13587,13231
5.84_893.68,,,,893.676,5.842,17889,24906,31279,12385,15975,30648,54822,43151,22572,17754,32501,17306,43530,21159,41343,12694,31339,29584,7481,18804,14049,18923,9164,17287,12954,15515,6690,23441,9919,11697,10577,21865,23663,14493,19982,29146,13018,14267,10991,7667,12462,11493,13151,10471,10624,10526,7404,7964,16988,13512,15977,18995,14028,14888,686,672,1162,542,520,426,606,16165,15707,15838,15963,15153,15925,16092
0.90_230.25,,,,230.2483,0.897,6585,6771,8652,7190,7519,419929,30568,13979,15854,6188,22576,4630,30778,5878,10440,4238,6165,7161,3584,7945,13490,8995,6300,10034,6717,5866,4325,42197,4864,7987,23703,58707,7594,4290,11289,20821,4719,7731,5981,4886,114767,7684,8958,64468,5673,8090,5556,12579,7661,4427,7541,7078,3965,6025,47292,45738,65726,35393,51811,53478,54337,8962,8879,9448,9079,7365,7729,7879
5.19_800.58,,,,800.5815,5.194,11949,44969,32744,14050,23461,39663,32141,66877,33157,51089,29481,28373,9017,22340,23790,6920,41608,26976,8146,14280,7834,13519,4556,10781,13824,17080,4524,12293,11910,16253,12774,15622,11045,9411,10338,27134,9986,12070,12960,8274,11876,10045,11281,11320,6312,8614,5495,7921,20565,8862,11866,19459,6243,17662,1734,1633,1422,1450,1538,1479,1436,16044,16183,15648,14704,15473,16064,15503
11.86_1028.96,,,,1028.9589,11.861,32225,19122,28903,24397,13397,9720,17949,5062,12079,39729,11142,17029,6179,19878,31546,35751,21489,13732,19177,4490,13221,11651,20985,12118,10589,13013,13031,4000,16530,8390,25802,10458,16135,20231,14553,8430,6455,4052,7722,13027,4911,5988,4741,7347,18345,11584,14753,15371,8443,13957,11173,6342,17941,10387,2512,2653,3047,2520,2775,2869,2619,18481,19597,18942,21511,21924,19587,19047
10.17_913.73,,,,913.7263,10.169,21015,25731,23439,19072,16645,21202,20520,13199,24038,22927,10792,22866,52529,19526,30006,20371,19803,13050,17779,7591,14497,13511,15929,17040,14757,16555,17522,10704,14176,11196,17053,12627,9798,14124,15783,10480,10615,6471,10901,18452,9227,8077,8020,14473,15468,10611,15943,17819,11011,12334,11506,9360,12683,14579,426,486,775,328,435,328,400,18834,19074,18288,19488,19509,18176,17873
11.12_907.85,,,,907.8518,11.116,8,12,13,10,21097,20,1900,1845,4211,8,3217,8,45,9,23,10408,9,1893,50430,11,10,29150,34675,43771,46352,16412,9170,6267,7,9,43174,21302,33453,29423,6447,23674,32671,11,9,30849,8,9,10,10,38202,47628,36548,50860,9,8,8501,11,1881,14053,11432,11946,15733,14452,13033,14397,15580,10,21449,24803,39325,32094,44076,37440
9.58_977.84,,,,977.8365,9.577,24844,27349,17077,19302,17193,13025,12291,6860,16037,23540,7972,22754,20674,14236,20190,25343,16687,9617,27405,5566,12068,11431,19894,14640,14686,15247,28708,5054,14698,6393,22797,9708,7749,13305,8871,6881,10908,3813,7518,21575,4824,4841,5220,10671,18796,9525,15575,22569,10642,13051,12141,9530,10972,16285,321,252,94,237,185,211,140,16790,17548,17533,14960,17948,17535,17890
4.75_818.51,,,,818.512,4.753,1,8990,1,15987,6958,2,4,2,39394,1,19580,1,3,4017,2,1,1,24073,11574,13944,23280,35723,14837,31658,12893,23147,10456,9792,8249,23269,14825,37082,40760,23989,33932,30502,16033,25475,16249,19268,5653,16724,17803,14041,18309,21288,16784,21420,14403,24684,15040,17679,27843,18602,422,337,287,370,231,396,351,13358,14402,12887,23108,16433,22843,23502
9.81_411.21,,,,411.2149,9.814,149222,5351,14631,14488,7523,21959,48137,23829,18401,147725,19388,9117,23590,6404,19466,4708,8870,7807,4504,9258,8842,10115,4766,12064,9518,7716,8075,59996,8108,10671,5321,7735,15272,7146,18108,17643,9729,9689,11710,5556,5566,7155,8009,8183,7274,10302,5620,8030,70,6040,6349,12461,7146,6293,7526,10226,8706,5786,10051,7211,7293,9849,11487,7812,16797,7246,7805,6134
10.24_913.73,,,,913.7261,10.244,21165,22040,22435,20590,14010,15845,17954,10657,19239,23976,10518,23136,37466,20157,27941,22243,18408,13293,18501,4800,14298,13432,18724,19007,15321,17515,18634,12059,13931,8449,21371,13207,11617,15526,14079,9325,10116,6499,9108,17228,7626,7380,7709,11328,16459,10974,16909,18035,10334,12399,11433,9296,13931,14216,424,434,541,432,535,425,524,17818,17847,18524,18913,19352,18741,19311
5.94_880.64,,,,880.644,5.936,5871,20671,14556,12720,10555,30378,23912,61282,34136,16899,34990,26288,12455,39227,7426,3997,34578,28507,8825,17488,11842,14967,3233,17320,11172,22112,3197,24051,13157,17002,19947,32093,17551,16456,21258,60365,9409,11437,12832,6527,14459,10648,12279,12470,6194,8817,8062,6159,25918,10627,15606,29763,9160,17373,208,240,162,217,212,268,159,14808,14045,14434,14305,14123,14277,14658
3.06_584.42,,,,584.4232,3.056,466,6,287,319,518,1037,632,756,1711,190,619,1467,23,184,12,3,371,221,38440,58870,48374,33096,47399,14923,41009,27421,31455,43372,25880,52877,11316,7547,13436,6406,13646,16810,24924,23591,17428,9418,17705,19136,27614,16847,7059,10726,8964,11024,4214,5851,8013,5046,6454,3886,780,1021,11,810,392,1240,1188,16680,16466,16650,16039,16714,16745,17413
4.64_922.01,,,,922.0098,4.637,9388,14168,18489,14030,12080,24753,76772,44637,30492,11032,28449,12051,62101,12378,27955,8541,13218,12633,8522,16370,13030,17477,6506,19616,45243,15154,7144,114870,9673,12841,44715,18641,18165,14341,27262,32059,9692,14318,12833,9827,9494,13119,13872,13722,9859,11047,9609,13051,13408,11144,11384,17027,11614,10080,12342,13292,28891,13404,14812,13556,13178,14801,15586,12790,13747,12131,13607,13533
4.74_878.57,,,,878.5675,4.742,8404,20182,22223,9356,28935,27307,30088,38863,14333,19552,17807,16688,30113,16037,23057,6233,30576,17685,8466,21517,15121,14443,6856,15345,14092,15861,5616,15773,10425,16182,10729,19928,16190,12982,14787,32198,12254,15055,13682,9353,16454,14884,14089,17358,11605,13576,10568,10335,30117,13583,17048,29607,15280,21468,913,1032,1128,1010,794,1100,1071,16318,16251,16444,15148,15807,16085,16202
5.65_850.63,,,,850.6318,5.647,3265,5529,10698,10656,13198,12479,12581,17801,23543,5384,27552,21631,6817,21354,4053,2631,13105,26706,11929,30548,26270,26733,26506,26165,21912,21124,13917,23155,21186,22987,12567,19879,31257,15763,11015,20345,16212,14274,16814,6519,19302,17069,16372,12612,11223,12512,9679,8459,10707,9755,16101,12922,12402,10339,123,129,100,126,328,58,261,15916,15869,15554,14044,14884,15746,15512
4.33_866.57,,,,866.5715,4.327,2712,9286,14464,7638,24203,13642,19109,38354,6865,15159,17911,24648,17580,12763,19291,5167,13839,19245,5865,15054,14254,9513,7345,11353,10706,15107,3778,35877,7212,14726,9741,16449,18810,9867,10767,22157,18969,16674,17172,8599,22242,15525,15719,21492,10970,14318,10629,12162,36779,17627,31794,37344,17533,48612,117,116,132,207,127,91,128,14954,14408,15421,14413,14860,14780,15425
10.42_853.72,,,,853.7175,10.422,17211,19515,20727,15874,20767,20915,29884,12604,22091,11532,13512,13066,15774,13954,19599,14566,14895,12008,17537,10260,17733,25765,13152,29120,20048,20592,13194,10907,16381,11825,16925,22151,19104,17392,32302,23964,10498,7676,10571,13317,8706,9353,9673,13339,13006,14844,13506,16543,16449,13132,12703,14441,14720,13977,4814,5224,5850,4482,4628,5005,4664,17650,21275,19704,21252,15937,18851,19498
10.62_941.76,,,,941.759,10.616,27967,30164,27418,20362,12705,26446,20035,10444,19863,24551,10818,20955,86492,19675,39423,24921,25067,12567,17458,8435,14685,14063,14407,15490,15002,16545,16717,9755,15398,9122,17290,12668,9344,13945,15798,9523,8036,5754,8057,16233,7620,7297,7738,11175,13719,9230,12770,16539,8611,9705,9839,8166,11178,12514,295,269,479,395,356,481,317,18499,18352,18367,19176,18174,18614,18315
4.55_922.01,,,,922.0098,4.552,9510,13351,20106,13917,11082,24866,71546,41522,29051,10688,27618,11504,58342,12786,27635,8254,12976,12990,8401,16018,12755,16546,5877,19652,98220,13193,7350,116377,9882,13675,9336,18661,19140,12638,27776,34091,10612,12982,12277,9701,9329,13313,13286,13636,9440,10341,9561,11453,13355,11263,11279,16006,12177,10882,12678,12825,27763,13286,14590,12454,12344,14810,14463,12609,13594,12233,12679,13243
11.19_1013.93,,,,1013.9297,11.188,27063,19218,27108,24009,16321,16602,18695,7477,16960,34566,14756,20116,23966,21807,36587,28750,22767,15758,14217,10283,13131,12574,13835,15815,10654,14507,12092,6583,13054,14203,16567,11709,12751,14431,13707,9109,8125,8169,10652,12773,7162,8007,8456,9654,17229,10191,12764,14734,11621,13098,12919,10614,14588,12816,1964,1431,2673,2113,2079,2084,2196,16832,18053,18292,18485,18320,18006,17635
4.71_929.51,,,,929.5125,4.705,12792,16502,20669,11890,8057,23038,43861,31028,21731,9797,21465,11069,30988,10999,21739,6145,16553,10436,10839,24231,20253,18072,13040,18388,14792,14062,9589,46498,13055,15366,11223,20834,26676,16143,26072,34545,14987,17397,15125,10283,16408,16489,14963,16824,13278,13644,11138,11747,18568,17489,17331,21384,14593,16960,269,392,562,478,344,438,425,16328,16304,16766,15551,15149,14947,16279
8.59_411.21,,,,411.2149,8.587,5751,4089,13803,10940,14242,23515,48042,23378,15708,8484,16670,8904,31080,6000,18048,4527,10571,7740,4618,9839,12453,5152,4733,19581,10903,7339,5551,53172,7306,10101,4619,8752,14259,6696,17218,16153,1721,10473,11143,4944,5999,7460,193885,7217,7035,8791,5172,6406,169610,5450,5898,11396,6431,6821,7405,8224,24724,5715,9325,6493,6464,8261,10910,6441,11177,6907,7159,5227
9.09_945.70,,,,945.6989,9.093,13392,26284,13585,20234,14089,12628,10048,10781,19694,28897,8289,32615,35064,15736,31775,21413,13600,10304,26763,4910,12828,8364,17379,9009,11644,15559,37022,9114,12835,7009,15000,7745,6072,8572,7137,5344,13170,6905,10393,25462,8497,6490,8270,13368,19422,9847,17816,23059,6322,9111,9659,5517,9709,13290,4,5,11,5,5,58,5,16727,16453,17100,18013,18491,17580,18185
4.58_689.56,,,,689.56,4.579,9897,16726,19747,11653,15502,41192,28416,23656,34621,8741,36701,18969,29393,32192,17964,7768,34274,34787,7005,17175,10899,21636,5585,18980,19261,11492,4309,9062,18092,13487,13063,20502,21887,19035,19400,32334,12677,5112,9658,5751,11824,9777,11853,4828,6731,10662,6461,10328,21483,16245,21912,35136,17672,15353,1262,1369,1658,1207,1122,1397,1163,15038,14900,14272,13464,14952,14871,15325
5.09_341.31,,,,341.3057,5.094,7037,16464,16296,13581,19884,25145,17389,24242,22222,10996,25991,17082,15535,17935,15184,5857,19047,22905,8907,21518,15823,22788,12417,18754,18809,16933,8824,17641,16877,17865,9509,18009,20393,15972,19462,25337,16053,15605,14417,9185,17813,15376,14642,12753,11357,13515,8133,10938,17472,16596,17303,23694,16162,18425,4291,4663,4624,4262,4001,3997,4249,17559,15759,15962,14583,14219,14973,14292
5.37_872.53,,,,872.531,5.374,5162,12360,15563,13527,12784,21894,34930,41398,29742,11146,26575,12640,23956,15678,13579,5082,14872,18347,9341,15777,15399,25072,8752,29511,13558,16863,7597,122478,9828,12763,13150,26409,25104,13887,35459,48946,11712,19901,15192,11903,12680,15900,16388,20692,12278,13094,12270,14328,16392,14368,12913,20264,16347,13206,752,950,1294,642,810,830,844,17514,17657,18550,18451,17622,17749,17704
9.68_915.69,,,,915.6861,9.68,33551,31208,28324,24467,18796,29251,38041,12193,21588,17980,13008,16333,34147,14769,27792,26419,23268,9182,20260,8529,13620,18140,12187,22385,17803,15277,13338,6794,15880,9381,20055,19540,11586,18407,22732,13325,6650,2969,6105,10325,4246,5119,4047,8354,13686,8260,10462,14745,12413,12186,10700,10614,12017,14729,1580,1366,1645,1595,1553,1616,1441,19227,18862,19087,18461,19216,18943,18922
5.42_898.55,,,,898.5485,5.424,5380,9978,11850,13533,12147,19177,20064,26827,17983,6592,22002,12347,17983,17562,12846,4581,11052,18468,9731,21523,17580,19105,10320,19505,13284,18113,9477,59928,12119,14646,11158,24335,22730,13742,26422,32369,14512,24250,18451,15032,15920,19474,20133,23666,13694,15720,15624,15104,16624,15068,15636,17804,18411,14338,1605,1740,2092,1646,1690,1703,1874,18416,18642,18322,18827,19113,18503,18657
5.12_653.55,,,,653.5458,5.118,8215,16953,18375,10261,35246,26922,20814,21518,28720,13399,25958,24518,13816,19492,18350,3762,20502,17727,7908,17739,12391,18146,9140,16658,12840,11871,8167,20119,11020,11865,4921,10129,10249,9586,11022,19281,25540,22406,23948,11804,25534,18045,28450,16174,10336,18517,12830,15545,13834,10795,11715,22375,6862,19529,4578,3915,2758,3099,2469,2791,2669,19134,15954,15584,13674,11670,12787,12619
11.86_935.88,,,,935.8819,11.855,37744,13566,20652,16924,9887,8137,9792,3689,9418,26957,8009,10155,6083,13315,16675,30457,15945,8902,21044,8607,13150,9865,25123,12562,11425,12179,11248,3962,14400,20031,26075,9117,14692,16243,13161,7825,7979,6992,9889,16531,10415,10596,8726,15583,17773,13236,21522,14534,10900,14694,9879,7774,16990,9379,1400,1433,1377,1241,1374,926,2529,16413,18183,17546,19597,15654,17864,17778
12.39_411.22,,,,411.2151,12.39,11736,19153,25974,18116,16732,35971,81580,35612,23998,9755,29351,14413,58085,11164,29373,7585,15620,11399,6821,19075,14668,16086,6907,21671,16768,12285,7030,89252,10797,12398,7199,12662,24646,10737,29183,21792,9787,17976,19104,8281,11128,11021,21042,83208,11907,14885,8180,3432,7486,9725,9179,18347,10235,10376,12687,9817,17061,1677,15331,10331,9525,15191,6911,2488,16367,10973,10944,10080
7.75_411.22,,,,411.2153,7.747,5597,7965,12618,10968,7301,19898,44237,19979,14830,7961,16870,8673,30356,5195,16946,4302,7504,7584,4067,6984,174131,32304,4108,14970,9615,7502,4340,57126,7735,9454,4095,10676,14153,6268,16617,11917,159686,7776,9917,4814,5594,6904,11555,6774,6480,7817,5194,6400,9029,5830,5802,11049,6532,5761,6790,7664,22368,10102,8465,6320,6029,8236,10293,6682,10662,6247,6672,4583
4.97_858.60,,,,858.602,4.972,3916,11725,9596,7547,38133,15552,17612,13973,11485,8553,12262,15990,11446,11631,9561,2249,12227,15147,11694,27401,19257,19682,9103,16112,18300,20914,8154,20285,17541,22525,9725,18206,13039,13026,13311,25178,16223,19847,20849,10727,20187,17169,17202,16530,14884,15915,12539,11536,28771,9791,15272,29627,11790,20813,706,549,381,631,210,426,492,14559,13053,13606,12898,13463,13548,13869
11.52_935.88,,,,935.8835,11.516,25293,15816,17079,14413,6585,7108,3763,2974,7345,7,15,2669,38,3617,20,20495,7697,10717,20517,11534,18080,15392,16369,15735,15541,12261,4614,4414,17090,19257,17530,14107,15239,17046,21643,10195,14658,16113,18753,22020,20279,21476,20798,24435,18193,20930,25594,13515,15569,20841,12501,11882,18273,12996,5245,5490,5922,5298,5184,5199,5171,20168,21959,22193,23942,24078,23756,22766
6.07_748.59,,,,748.5869,6.066,5386,16666,16229,11886,22189,32608,25071,38773,24910,12361,20612,20215,13523,27713,13255,4221,19052,17416,8212,10897,8421,12024,3885,11681,14441,17939,3677,18063,13993,15304,9832,14099,7772,8197,9809,24588,17303,16646,15761,8467,21849,14544,15263,15321,8572,15630,10790,9378,29335,20433,26132,39345,15041,29975,4104,4029,4384,3921,3848,3884,3923,14711,14415,14718,13927,14023,14322,14710
10.95_996.90,,,,996.8958,10.948,34733,25884,22062,19782,12642,14215,13350,4932,13254,26728,8175,15859,22008,14638,24876,29891,20633,11236,22555,7527,15004,13966,18931,14419,14741,14422,19758,3917,16705,11389,19483,11403,10789,16283,14325,6469,6644,4412,7535,17506,4952,5478,6338,9212,15187,9925,13799,16659,8748,10649,8963,7356,12606,12508,6282,6238,5422,7031,6669,6607,5866,17206,18895,17783,19485,19592,18896,17612
10.64_1034.91,,,,1034.911,10.644,19577,24459,18099,18376,9839,12274,9131,3532,9671,27828,6426,16973,32277,13335,25059,23115,19054,12412,23554,9096,17317,12447,20375,11036,15821,16206,26486,5092,20122,13304,18085,10662,8719,16633,12867,5376,8794,5709,9641,22514,6350,7592,8469,10739,13828,10178,15973,17422,7292,8411,8336,5269,12678,10304,1138,749,956,1141,1069,852,736,18530,18968,19564,19537,18873,18460,17694
6.04_771.64,,,,771.6381,6.042,3351,17064,9966,8532,30491,18342,11735,24735,22527,8395,21632,29545,9352,18111,9702,3402,17502,40283,8846,21206,14173,15487,9512,12334,23289,13754,8146,23524,25545,25037,8652,16061,17078,11676,12247,14195,20752,15452,14021,9719,19288,18094,20010,10731,8615,13614,8362,11815,13171,10578,18526,16315,12762,12393,460,808,1243,1119,1417,1503,1221,14351,13611,14233,13338,13635,13983,14653
5.20_748.53,,,,748.5282,5.195,3984,12736,12580,12423,26980,22291,10942,30084,33068,7841,19445,32416,7733,12183,5693,2693,13052,19268,13339,27718,21275,18385,11354,16472,21007,21701,11715,38039,19658,22387,5710,12401,10036,8001,9124,10923,24274,17099,15460,13159,19596,18236,22987,16175,10781,15558,10135,14022,11120,8277,13656,12239,10475,11355,2086,1830,2128,2084,1894,1739,1791,14445,14039,14039,14513,14122,14598,14978
10.51_918.85,,,,918.8467,10.512,23826,16687,16866,17703,17990,14389,19517,7486,15951,20215,10860,16173,12372,13235,15483,25899,14553,8251,23577,6272,13667,15154,19250,18484,16304,14915,23378,2840,16319,10914,21889,12615,12031,16145,15190,10061,9054,5449,10192,16835,6990,7100,7412,10598,15351,12050,15500,16923,11587,11888,9306,8348,12251,11037,5922,6258,7357,6315,6497,6415,6513,16868,18642,17754,18814,16453,17711,17851
